filename for_count for_with_if_count for_with_switch_count for_with_array_references_count for_with_function_calls_count nested_for_count while_count while_with_if_count while_with_switch_count while_with_array_references_count while_with_function_calls_count stmts_inside_loop total_stmts
fs/btrfs/extent_map.c 0 0 0 0 0 0 6 2 0 0 0 19 157
fs/btrfs/uuid-tree.c 0 0 0 0 0 0 3 3 0 1 0 39 171
fs/btrfs/delayed-ref.c 0 0 0 0 0 0 6 6 0 0 0 45 359
fs/btrfs/dir-item.c 0 0 0 0 0 0 2 2 0 1 0 16 209
fs/btrfs/reada.c 9 6 0 6 0 0 9 6 0 3 0 123 439
fs/btrfs/send.c 6 2 0 2 0 0 34 27 0 7 2 359 2438
fs/btrfs/lzo.c 0 0 0 0 0 0 2 2 0 0 0 80 211
fs/btrfs/delayed-inode.c 0 0 0 0 0 0 11 6 0 1 0 66 862
fs/btrfs/super.c 1 1 1 1 0 0 4 4 2 3 0 209 891
fs/btrfs/orphan.c 0 0 0 0 0 0 0 0 0 0 0 0 29
fs/btrfs/root-tree.c 0 0 0 0 0 0 1 1 0 1 0 36 214
fs/btrfs/xattr.c 1 1 0 0 0 0 1 1 0 1 0 30 189
fs/btrfs/acl.c 0 0 0 0 0 0 0 0 0 0 0 0 57
fs/btrfs/struct-funcs.c 0 0 0 0 0 0 0 0 0 0 0 0 52
fs/btrfs/inode.c 4 1 0 4 0 1 35 28 0 8 2 726 4134
fs/btrfs/ulist.c 0 0 0 0 0 0 3 2 0 0 0 11 68
fs/btrfs/raid56.c 21 14 0 11 5 6 9 7 0 0 0 187 896
fs/btrfs/ctree.c 31 18 0 17 9 1 20 20 1 5 6 524 2387
fs/btrfs/inode-map.c 0 0 0 0 0 0 2 2 0 1 1 32 238
fs/btrfs/ioctl.c 11 6 0 8 0 2 10 8 0 3 1 301 2344
fs/btrfs/compression.c 8 4 0 3 0 0 5 4 0 1 0 155 447
fs/btrfs/free-space-cache.c 6 5 0 3 0 0 17 14 0 0 1 249 1525
fs/btrfs/transaction.c 0 0 0 0 0 0 9 5 0 1 0 65 861
fs/btrfs/export.c 0 0 0 0 0 0 0 0 0 0 0 0 148
fs/btrfs/zlib.c 0 0 0 0 0 0 3 3 0 0 0 69 192
fs/btrfs/disk-io.c 8 6 0 3 2 2 18 10 0 3 1 211 1865
fs/btrfs/dev-replace.c 1 0 0 0 0 0 2 0 0 0 0 5 414
fs/btrfs/hash.c 0 0 0 0 0 0 0 0 0 0 0 0 15
fs/btrfs/props.c 2 1 0 0 0 0 1 1 0 1 0 60 169
fs/btrfs/extent-tree.c 8 7 0 0 1 0 41 34 1 9 3 708 4080
fs/btrfs/file.c 5 2 0 5 1 0 17 14 0 2 2 403 1170
fs/btrfs/qgroup.c 7 6 0 2 0 0 26 22 1 4 0 299 1287
fs/btrfs/async-thread.c 0 0 0 0 0 0 1 1 0 0 0 13 146
fs/btrfs/tests/extent-io-tests.c 1 1 0 0 0 0 1 1 0 1 0 20 118
fs/btrfs/tests/btrfs-tests.c 0 0 0 0 0 0 0 0 0 0 0 0 73
fs/btrfs/tests/qgroup-tests.c 0 0 0 0 0 0 0 0 0 0 0 0 242
fs/btrfs/tests/extent-buffer-tests.c 0 0 0 0 0 0 0 0 0 0 0 0 108
fs/btrfs/tests/free-space-tests.c 0 0 0 0 0 0 0 0 0 0 0 0 295
fs/btrfs/tests/inode-tests.c 0 0 0 0 0 0 0 0 0 0 0 0 527
fs/ncpfs/dir.c 4 2 0 0 0 0 2 1 0 0 0 49 525
fs/ncpfs/sock.c 0 0 0 0 0 0 4 2 1 1 0 129 408
fs/ncpfs/ncpsign_kernel.c 4 0 0 1 0 0 0 0 0 0 0 13 50
fs/ncpfs/inode.c 0 0 0 0 0 0 1 1 1 0 0 35 497
fs/ncpfs/ncplib_kernel.c 3 0 0 0 0 0 3 3 0 2 0 62 607
fs/ncpfs/ioctl.c 0 0 0 0 0 0 0 0 0 0 0 0 389
fs/ncpfs/getopt.c 1 1 0 0 0 0 1 0 0 0 0 10 21
fs/ncpfs/symlink.c 0 0 0 0 0 0 0 0 0 0 0 0 72
fs/ncpfs/file.c 0 0 0 0 0 0 2 2 0 0 0 17 106
fs/ncpfs/ncpfs.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/ncpfs/mmap.c 0 0 0 0 0 0 1 1 0 0 0 8 37
fs/cifs/cifs_debug.c 0 0 0 0 0 0 0 0 0 0 0 0 242
fs/cifs/smb2inode.c 0 0 0 0 0 0 0 0 0 0 0 0 89
fs/cifs/connect.c 3 1 0 1 0 0 9 6 1 2 0 348 1661
fs/cifs/smbencrypt.c 1 0 0 0 0 0 0 0 0 0 0 1 100
fs/cifs/smb1ops.c 0 0 0 0 0 0 1 1 0 0 0 13 343
fs/cifs/dir.c 6 6 0 4 1 0 1 0 0 0 0 31 358
fs/cifs/cifs_dfs_ref.c 1 1 0 1 0 0 2 0 0 0 0 11 152
fs/cifs/dns_resolve.c 0 0 0 0 0 0 0 0 0 0 0 0 30
fs/cifs/smb2file.c 0 0 0 0 0 0 0 0 0 0 0 0 104
fs/cifs/cifs_unicode.c 6 5 0 4 0 0 0 0 0 0 0 62 207
fs/cifs/transport.c 3 1 0 1 0 0 2 2 0 1 0 46 428
fs/cifs/cifssmb.c 7 4 0 6 0 0 4 3 0 0 0 82 3286
fs/cifs/sess.c 0 0 0 0 0 0 1 0 0 0 0 1 634
fs/cifs/xattr.c 0 0 0 0 0 0 0 0 0 0 0 0 159
fs/cifs/smb2misc.c 0 0 0 0 0 0 0 0 0 0 0 0 218
fs/cifs/inode.c 0 0 0 0 0 0 0 0 0 0 0 0 1010
fs/cifs/smb2pdu.c 1 0 0 1 0 0 3 2 1 0 0 19 1143
fs/cifs/cache.c 1 1 0 0 0 1 0 0 0 0 0 8 121
fs/cifs/netmisc.c 1 1 0 1 0 0 1 1 0 0 0 5 125
fs/cifs/cifs_spnego.c 0 0 0 0 0 0 0 0 0 0 0 0 60
fs/cifs/nterr.c 0 0 0 0 0 0 0 0 0 0 0 0 5
fs/cifs/cifs.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/cifs/asn1.c 1 1 0 1 0 0 9 7 0 0 0 41 207
fs/cifs/smb2ops.c 1 0 0 1 0 0 2 2 0 0 0 48 535
fs/cifs/ioctl.c 0 0 0 0 0 0 0 0 0 0 0 0 85
fs/cifs/cifsfs.c 0 0 0 0 0 0 3 0 0 0 0 2 468
fs/cifs/readdir.c 3 2 0 0 0 0 1 1 0 0 0 16 324
fs/cifs/export.c 0 0 0 0 0 0 0 0 0 0 0 0 7
fs/cifs/cifsencrypt.c 3 1 0 2 0 0 1 1 0 0 0 26 329
fs/cifs/fscache.c 0 0 0 0 0 0 0 0 0 0 0 0 75
fs/cifs/link.c 0 0 0 0 0 0 1 0 0 0 0 2 336
fs/cifs/file.c 19 10 0 13 0 0 7 3 0 3 0 235 1633
fs/cifs/misc.c 0 0 0 0 0 0 0 0 0 0 0 0 229
fs/cifs/winucase.c 0 0 0 0 0 0 0 0 0 0 0 0 32
fs/cifs/cifsacl.c 10 3 0 6 0 0 0 0 0 0 0 22 461
fs/cifs/smb2maperror.c 0 0 0 0 0 0 1 1 0 0 0 2 26
fs/cifs/smb2transport.c 5 2 0 4 0 0 0 0 0 0 0 25 243
fs/debugfs/inode.c 0 0 0 0 0 0 1 1 1 1 0 16 246
fs/debugfs/file.c 1 1 0 0 1 0 1 0 0 0 0 9 175
fs/afs/volume.c 6 2 1 0 0 0 0 0 0 0 0 24 144
fs/afs/vnode.c 1 1 0 0 0 0 15 2 0 0 0 22 388
fs/afs/dir.c 2 2 0 0 0 0 1 1 0 0 0 22 466
fs/afs/vlocation.c 3 3 2 0 1 0 3 2 0 0 0 62 287
fs/afs/callback.c 3 1 0 0 0 0 2 1 0 0 0 26 172
fs/afs/flock.c 0 0 0 0 0 0 0 0 0 0 0 0 227
fs/afs/super.c 0 0 0 0 0 0 1 1 1 1 0 15 230
fs/afs/write.c 4 3 0 0 0 0 5 0 0 0 0 18 329
fs/afs/kafs.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/afs/main.c 0 0 0 0 0 0 0 0 0 0 0 0 79
fs/afs/fsclient.c 1 0 0 0 0 0 1 0 0 0 0 10 883
fs/afs/inode.c 0 0 0 0 0 0 0 0 0 0 0 0 197
fs/afs/server.c 0 0 0 0 0 0 4 3 0 0 0 28 146
fs/afs/cache.c 1 1 0 0 0 1 0 0 0 0 0 8 132
fs/afs/netdevices.c 0 0 0 0 0 0 0 0 0 0 0 0 25
fs/afs/security.c 3 2 0 0 0 0 0 0 0 0 0 9 139
fs/afs/rxrpc.c 2 1 0 0 0 0 6 1 0 0 0 30 363
fs/afs/cell.c 0 0 0 0 0 0 4 1 0 0 0 9 190
fs/afs/vlclient.c 3 1 0 0 0 0 0 0 0 0 0 7 101
fs/afs/file.c 0 0 0 0 0 0 0 0 0 0 0 0 119
fs/afs/misc.c 0 0 0 0 0 0 0 0 0 0 0 0 60
fs/afs/proc.c 0 0 0 0 0 0 2 0 0 0 0 0 210
fs/afs/mntpt.c 0 0 0 0 0 0 0 0 0 0 0 0 110
fs/afs/cmservice.c 5 0 0 0 0 0 0 0 0 0 0 12 245
fs/ramfs/file-mmu.c 0 0 0 0 0 0 0 0 0 0 0 0 2
fs/ramfs/file-nommu.c 4 1 0 0 0 0 1 0 0 0 0 11 85
fs/ramfs/inode.c 0 0 0 0 0 0 1 1 1 1 0 6 90
fs/f2fs/gc.c 4 2 0 0 0 0 2 1 0 0 0 63 291
fs/f2fs/data.c 1 0 0 1 0 0 4 4 0 0 0 50 807
fs/f2fs/dir.c 8 5 0 0 0 0 2 2 0 0 0 55 351
fs/f2fs/recovery.c 2 2 0 0 0 0 3 2 0 0 2 62 248
fs/f2fs/f2fs.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/f2fs/trace.c 0 0 0 0 0 0 1 0 0 0 0 4 63
fs/f2fs/super.c 3 1 0 1 0 0 1 1 1 1 0 73 542
fs/f2fs/xattr.c 1 1 0 0 0 0 1 0 0 0 0 3 242
fs/f2fs/acl.c 2 1 2 2 0 0 0 0 0 0 0 23 163
fs/f2fs/checkpoint.c 10 2 1 5 0 1 2 2 0 1 0 75 505
fs/f2fs/inode.c 0 0 0 0 0 0 1 1 0 0 0 5 186
fs/f2fs/namei.c 1 1 0 1 0 0 0 0 0 0 0 2 383
fs/f2fs/segment.c 26 11 0 5 0 4 7 6 0 0 0 144 1011
fs/f2fs/debug.c 7 1 0 2 0 0 0 0 0 0 0 15 203
fs/f2fs/hash.c 1 1 0 1 0 0 3 1 0 0 0 11 43
fs/f2fs/file.c 4 4 0 0 0 0 0 0 0 0 0 37 483
fs/f2fs/node.c 15 9 0 5 0 1 5 4 1 3 0 156 995
fs/f2fs/inline.c 1 0 0 0 0 0 0 0 0 0 0 1 257
fs/logfs/gc.c 4 3 0 2 0 0 2 1 0 0 0 38 276
fs/logfs/dev_bdev.c 2 2 0 2 0 0 0 0 0 0 0 39 160
fs/logfs/dir.c 4 3 0 0 0 0 0 0 0 0 0 40 333
fs/logfs/dev_mtd.c 2 2 0 0 0 0 2 2 0 0 0 14 118
fs/logfs/super.c 1 1 0 0 0 0 0 0 0 0 0 9 320
fs/logfs/inode.c 2 0 0 0 0 0 0 0 0 0 0 2 161
fs/logfs/readwrite.c 11 8 1 2 1 0 4 3 0 0 0 120 973
fs/logfs/segment.c 4 3 0 1 0 0 4 2 0 0 0 56 444
fs/logfs/file.c 0 0 0 0 0 0 0 0 0 0 0 0 111
fs/logfs/journal.c 5 2 0 2 0 0 1 0 0 0 0 24 441
fs/logfs/compr.c 0 0 0 0 0 0 0 0 0 0 0 0 44
fs/devpts/inode.c 0 0 0 0 0 0 1 1 1 1 0 30 252
fs/autofs4/expire.c 0 0 0 0 0 0 4 4 0 0 2 43 245
fs/autofs4/root.c 0 0 0 0 0 0 0 0 0 0 0 0 345
fs/autofs4/autofs4.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/autofs4/waitq.c 4 1 0 0 0 0 2 1 0 0 0 20 235
fs/autofs4/dev-ioctl.c 0 0 0 0 0 0 1 1 0 0 0 5 235
fs/autofs4/inode.c 0 0 0 0 0 0 1 1 1 0 0 30 167
fs/autofs4/symlink.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/autofs4/init.c 0 0 0 0 0 0 0 0 0 0 0 0 11
fs/kernfs/dir.c 0 0 0 0 0 0 12 7 0 0 0 40 447
fs/kernfs/mount.c 0 0 0 0 0 0 0 0 0 0 0 0 80
fs/kernfs/inode.c 0 0 0 0 0 0 0 0 0 0 0 0 145
fs/kernfs/symlink.c 0 0 0 0 0 0 3 2 0 0 0 13 51
fs/kernfs/file.c 0 0 0 0 0 0 0 0 0 0 0 0 322
fs/ntfs/compress.c 14 11 0 6 1 1 2 0 0 0 0 114 325
fs/ntfs/unistr.c 6 5 0 3 0 0 0 0 0 0 0 36 104
fs/ntfs/dir.c 6 6 0 0 0 0 1 1 0 0 0 131 477
fs/ntfs/lcnalloc.c 2 2 0 0 0 0 1 1 1 0 0 186 312
fs/ntfs/runlist.c 10 4 0 3 0 0 12 3 0 2 0 77 566
fs/ntfs/mft.c 14 10 0 3 0 0 8 2 0 0 0 93 1141
fs/ntfs/logfile.c 1 1 0 0 0 0 5 0 0 0 0 21 265
fs/ntfs/sysctl.c 0 0 0 0 0 0 0 0 0 0 0 0 14
fs/ntfs/super.c 5 2 0 0 0 0 7 3 0 0 1 53 1140
fs/ntfs/collate.c 0 0 0 0 0 0 0 0 0 0 0 0 37
fs/ntfs/attrib.c 3 3 0 0 0 0 6 2 0 1 0 108 770
fs/ntfs/inode.c 5 4 0 2 0 0 0 0 0 0 0 28 1047
fs/ntfs/upcase.c 4 0 0 0 0 0 0 0 0 0 0 6 19
fs/ntfs/mst.c 0 0 0 0 0 0 4 1 0 0 0 10 44
fs/ntfs/namei.c 0 0 0 0 0 0 1 0 0 0 0 0 122
fs/ntfs/index.c 2 2 0 0 0 0 0 0 0 0 0 31 136
fs/ntfs/bitmap.c 0 0 0 0 0 0 3 3 0 0 0 15 63
fs/ntfs/usnjrnl.c 0 0 0 0 0 0 0 0 0 0 0 0 22
fs/ntfs/debug.c 1 1 0 0 0 0 0 0 0 0 0 6 50
fs/ntfs/file.c 0 0 0 0 0 0 20 2 0 0 0 13 777
fs/ntfs/quota.c 0 0 0 0 0 0 0 0 0 0 0 0 39
fs/ntfs/aops.c 8 6 0 7 0 0 16 1 0 0 0 70 647
fs/ntfs/ntfs.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/squashfs/xattr_id.c 0 0 0 0 0 0 0 0 0 0 0 0 28
fs/squashfs/page_actor.c 0 0 0 0 0 0 0 0 0 0 0 0 30
fs/squashfs/decompressor_single.c 0 0 0 0 0 0 0 0 0 0 0 0 26
fs/squashfs/id.c 0 0 0 0 0 0 0 0 0 0 0 0 23
fs/squashfs/file_direct.c 3 3 0 3 0 0 0 0 0 0 0 16 67
fs/squashfs/dir.c 1 1 0 0 0 0 2 2 0 1 0 39 71
fs/squashfs/fragment.c 0 0 0 0 0 0 0 0 0 0 0 0 22
fs/squashfs/lzo_wrapper.c 1 0 0 1 0 0 1 1 0 0 0 12 48
fs/squashfs/super.c 0 0 0 0 0 0 0 0 0 0 0 0 210
fs/squashfs/xattr.c 1 1 0 0 0 0 1 1 0 0 0 55 105
fs/squashfs/squashfs.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
fs/squashfs/inode.c 0 0 0 0 0 0 0 0 0 0 0 0 204
fs/squashfs/block.c 5 4 0 4 0 0 0 0 0 0 0 20 76
fs/squashfs/cache.c 3 2 0 2 0 2 3 3 0 1 0 79 157
fs/squashfs/decompressor_multi_percpu.c 0 0 0 0 0 0 0 0 0 0 0 0 30
fs/squashfs/decompressor.c 1 0 0 0 0 0 0 0 0 0 0 1 37
fs/squashfs/namei.c 1 1 0 0 0 0 1 1 0 1 0 32 75
fs/squashfs/xz_wrapper.c 1 0 0 0 0 0 1 0 0 0 0 1 70
fs/squashfs/zlib_wrapper.c 1 0 0 0 0 0 1 0 0 0 0 1 42
fs/squashfs/symlink.c 1 1 0 0 0 0 0 0 0 0 0 10 37
fs/squashfs/export.c 0 0 0 0 0 0 0 0 0 0 0 0 38
fs/squashfs/decompressor_multi.c 0 0 0 0 0 0 2 1 0 0 0 22 70
fs/squashfs/file.c 2 0 0 2 0 0 2 2 0 1 0 39 177
fs/squashfs/lz4_wrapper.c 1 0 0 1 0 0 1 1 0 0 0 12 52
fs/squashfs/file_cache.c 0 0 0 0 0 0 0 0 0 0 0 0 7
fs/efs/dir.c 0 0 0 0 0 0 1 1 0 0 0 29 40
fs/efs/super.c 3 2 0 2 0 2 0 0 0 0 0 14 125
fs/efs/inode.c 3 3 0 1 0 1 0 0 0 0 0 31 127
fs/efs/namei.c 1 1 0 0 0 1 0 0 0 0 0 15 43
fs/efs/symlink.c 0 0 0 0 0 0 0 0 0 0 0 0 26
fs/efs/file.c 0 0 0 0 0 0 0 0 0 0 0 0 13
fs/efs/efs.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
scripts/recordmcount.c 1 0 1 1 1 0 1 0 1 0 0 20 182
scripts/unifdef.c 5 3 0 0 1 1 6 1 0 0 0 58 468
scripts/conmakehash.c 5 2 0 1 0 0 2 1 0 0 0 51 91
scripts/asn1_compiler.c 0 0 0 0 0 0 1 1 1 1 1 582 610
scripts/sortextable.c 1 0 1 1 1 0 2 0 0 0 0 19 120
scripts/kallsyms.c 19 11 0 13 0 2 3 2 0 1 0 84 249
scripts/pnmtologo.c 13 6 0 8 2 5 4 2 1 0 0 65 186
scripts/docproc.c 10 6 0 7 0 1 3 2 1 1 0 67 265
scripts/kconfig/confdata.c 5 4 1 0 0 0 7 5 1 1 2 121 493
scripts/kconfig/menu.c 13 11 1 1 0 2 2 1 0 0 0 90 265
scripts/kconfig/zconf.hash.c 0 0 0 0 0 0 0 0 0 0 0 0 51
scripts/kconfig/nconf.c 5 2 0 2 0 0 7 6 5 2 1 158 558
scripts/kconfig/images.c 0 0 0 0 0 0 0 0 0 0 0 0 15
scripts/kconfig/symbol.c 12 6 0 2 0 1 4 2 0 0 0 59 562
scripts/kconfig/gconf.c 8 5 0 0 0 0 1 1 0 0 0 66 622
scripts/kconfig/util.c 2 2 0 0 0 0 0 0 0 0 0 4 64
scripts/kconfig/zconf.tab.c 0 0 0 0 0 0 1 1 1 1 1 597 628
scripts/kconfig/kxgettext.c 1 0 0 0 0 0 4 3 0 0 1 20 99
scripts/kconfig/conf.c 2 0 0 0 0 0 7 4 4 3 1 120 301
scripts/kconfig/zconf.lex.c 0 0 0 0 0 0 2 1 1 1 1 437 575
scripts/kconfig/expr.c 0 0 0 0 0 0 2 1 1 0 1 7 534
scripts/kconfig/nconf.gui.c 8 1 0 1 0 0 5 2 2 0 0 80 327
scripts/kconfig/mconf.c 5 1 0 1 0 0 7 5 5 2 2 121 374
scripts/kconfig/lxdialog/yesno.c 1 0 0 0 0 0 1 0 1 0 0 17 47
scripts/kconfig/lxdialog/util.c 12 4 0 1 2 2 3 1 0 0 0 87 335
scripts/kconfig/lxdialog/checklist.c 3 0 0 0 0 0 1 1 1 0 1 64 153
scripts/kconfig/lxdialog/menubox.c 3 0 0 0 0 0 2 2 1 0 1 87 174
scripts/kconfig/lxdialog/textbox.c 6 2 0 0 0 0 3 2 1 1 0 73 171
scripts/kconfig/lxdialog/inputbox.c 2 0 0 0 0 0 1 1 1 1 0 96 148
scripts/genksyms/parse.tab.c 0 0 0 0 0 0 1 1 1 1 1 504 540
scripts/genksyms/keywords.hash.c 0 0 0 0 0 0 0 0 0 0 0 0 12
scripts/genksyms/genksyms.c 6 3 0 1 0 1 14 7 1 0 3 146 326
scripts/genksyms/lex.lex.c 5 1 0 0 0 0 9 5 2 2 2 260 629
scripts/mod/mk_elfconfig.c 0 0 0 0 0 0 0 0 0 0 0 0 23
scripts/mod/modpost.c 24 18 1 6 0 0 11 7 1 0 2 232 818
scripts/mod/file2alias.c 21 8 0 3 0 6 2 1 0 0 0 77 528
scripts/mod/empty.c 0 0 0 0 0 0 0 0 0 0 0 0 0
scripts/mod/devicetable-offsets.c 0 0 0 0 0 0 0 0 0 0 0 0 147
scripts/mod/sumversion.c 3 3 0 3 0 0 7 2 0 0 1 40 220
scripts/selinux/genheaders/genheaders.c 7 1 0 5 1 4 0 0 0 0 0 25 72
scripts/selinux/mdp/mdp.c 5 0 0 1 0 1 0 0 0 0 0 11 70
scripts/basic/bin2c.c 0 0 0 0 0 0 2 1 0 0 0 3 9
scripts/basic/fixdep.c 5 2 0 2 1 2 1 1 0 0 1 37 140
scripts/dtc/fdtput.c 4 4 1 0 0 0 1 0 0 0 0 34 119
scripts/dtc/data.c 1 0 0 0 0 0 5 2 0 0 2 18 105
scripts/dtc/treesource.c 6 4 1 2 1 0 1 1 0 0 0 47 121
scripts/dtc/util.c 4 2 0 2 0 0 4 2 0 0 0 19 175
scripts/dtc/dtc.c 0 0 0 0 0 0 1 1 1 0 0 38 99
scripts/dtc/fdtget.c 4 4 1 2 0 0 2 1 1 0 0 42 126
scripts/dtc/flattree.c 7 3 0 2 0 0 8 3 0 0 2 34 370
scripts/dtc/livetree.c 4 0 0 0 0 0 9 4 0 0 0 42 261
scripts/dtc/fstree.c 0 0 0 0 0 0 1 1 0 0 0 16 33
scripts/dtc/srcpos.c 2 1 0 1 0 0 0 0 0 0 0 5 113
scripts/dtc/checks.c 0 0 0 0 0 0 1 1 0 1 1 239 246
scripts/dtc/fdtdump.c 3 1 0 1 0 0 1 1 0 0 1 29 73
scripts/dtc/libfdt/fdt_ro.c 0 0 0 0 0 0 5 2 0 0 0 17 191
scripts/dtc/libfdt/fdt_empty_tree.c 0 0 0 0 0 0 0 0 0 0 0 0 18
scripts/dtc/libfdt/fdt_rw.c 0 0 0 0 0 0 2 0 0 0 0 1 206
scripts/dtc/libfdt/fdt_strerror.c 0 0 0 0 0 0 0 0 0 0 0 0 14
scripts/dtc/libfdt/fdt.c 1 0 0 0 0 0 2 0 0 0 0 1 64
scripts/dtc/libfdt/fdt_wip.c 1 0 0 0 0 0 1 0 0 0 0 2 29
scripts/dtc/libfdt/fdt_sw.c 0 0 0 0 0 0 1 1 0 0 0 6 102
virt/kvm/kvm_main.c 12 5 0 3 0 0 6 4 0 0 0 59 1325
virt/kvm/coalesced_mmio.c 0 0 0 0 0 0 0 0 0 0 0 0 62
virt/kvm/vfio.c 0 0 0 0 0 0 0 0 0 0 0 0 108
virt/kvm/irqchip.c 3 2 0 2 0 0 1 1 0 1 0 13 74
virt/kvm/async_pf.c 0 0 0 0 0 0 3 1 0 0 0 18 85
virt/kvm/eventfd.c 1 1 0 0 0 0 1 0 0 0 0 1 319
virt/kvm/arm/vgic-v3-emul.c 3 2 0 2 0 0 0 0 0 0 0 7 227
virt/kvm/arm/vgic-v2-emul.c 5 2 0 1 0 0 0 0 0 0 0 17 262
virt/kvm/arm/vgic-v3.c 0 0 0 0 0 0 0 0 0 0 0 0 84
virt/kvm/arm/vgic.c 6 1 0 0 0 0 1 0 0 0 0 10 739
virt/kvm/arm/arch_timer.c 0 0 0 0 0 0 0 0 0 0 0 0 109
virt/kvm/arm/vgic-v2.c 0 0 0 0 0 0 0 0 0 0 0 0 85
firmware/ihex2fw.c 1 0 0 0 0 0 4 2 1 1 0 16 117
block/blk-mq-sysfs.c 1 0 0 1 0 0 0 0 0 0 0 2 170
block/blk-timeout.c 0 0 0 0 0 0 0 0 0 0 0 0 65
block/bsg.c 1 0 0 0 0 0 5 2 0 0 0 28 453
block/bio-integrity.c 1 1 0 0 0 0 0 0 0 0 0 10 169
block/blk-mq.c 9 7 0 8 0 1 10 3 1 0 1 111 849
block/blk-integrity.c 0 0 0 0 0 0 0 0 0 0 0 0 146
block/blk-flush.c 0 0 0 0 0 0 0 0 0 0 0 0 140
block/bounce.c 0 0 0 0 0 0 0 0 0 0 0 0 85
block/blk-mq-tag.c 8 5 0 5 0 0 3 1 0 0 0 40 219
block/blk-cgroup.c 10 6 0 6 0 0 3 3 0 0 0 39 348
block/elevator.c 0 0 0 0 0 0 5 4 0 0 0 15 353
block/blk-lib.c 0 0 0 0 0 0 3 3 0 0 1 55 123
block/genhd.c 10 4 0 2 0 0 8 2 0 0 0 58 612
block/blk-throttle.c 5 0 0 0 0 0 9 6 0 1 0 49 517
block/blk-iopoll.c 0 0 0 0 0 0 2 1 0 0 0 14 63
block/blk-softirq.c 0 0 0 0 0 0 1 0 0 0 0 4 58
block/noop-iosched.c 0 0 0 0 0 0 0 0 0 0 0 0 42
block/compat_ioctl.c 1 0 0 1 0 0 0 0 0 0 0 2 348
block/blk-exec.c 0 0 0 0 0 0 1 0 0 0 0 0 39
block/blk-mq-cpumap.c 0 0 0 0 0 0 0 0 0 0 0 0 35
block/blk-core.c 3 1 0 0 0 0 7 4 0 1 2 65 922
block/ioprio.c 0 0 0 0 0 0 0 0 0 0 0 0 106
block/blk-tag.c 0 0 0 0 0 0 1 0 0 0 0 0 121
block/partition-generic.c 2 1 0 1 0 0 1 0 0 0 0 18 204
block/bsg-lib.c 0 0 0 0 0 0 1 1 0 0 1 12 87
block/bio.c 6 6 0 4 0 0 11 7 0 1 0 102 665
block/scsi_ioctl.c 0 0 0 0 0 0 0 0 0 0 0 0 325
block/ioctl.c 0 0 0 0 0 0 2 0 0 0 0 9 183
block/blk-map.c 0 0 0 0 0 0 1 1 0 0 0 7 68
block/deadline-iosched.c 0 0 0 0 0 0 0 0 0 0 0 0 145
block/cfq-iosched.c 0 0 0 0 0 0 2 1 1 1 1 1240 1498
block/blk-mq-cpu.c 0 0 0 0 0 0 0 0 0 0 0 0 20
block/t10-pi.c 2 2 1 0 0 0 0 0 0 0 0 22 50
block/blk-sysfs.c 0 0 0 0 0 0 0 0 0 0 0 0 188
block/blk-merge.c 1 0 0 0 0 0 0 0 0 0 0 2 183
block/cmdline-parser.c 0 0 0 0 0 0 5 2 0 0 0 23 115
block/blk-ioc.c 0 0 0 0 0 0 3 1 0 0 0 12 133
block/blk-settings.c 0 0 0 0 0 0 0 0 0 0 0 0 190
block/partitions/mac.c 2 1 0 0 0 1 0 0 0 0 0 24 54
block/partitions/sysv68.c 1 1 0 0 0 0 0 0 0 0 0 5 43
block/partitions/karma.c 1 1 0 0 0 0 0 0 0 0 0 3 27
block/partitions/aix.c 3 2 0 1 0 0 1 1 0 0 0 34 146
block/partitions/cmdline.c 0 0 0 0 0 0 0 0 0 0 0 0 34
block/partitions/atari.c 2 2 0 1 0 0 0 0 0 0 0 30 51
block/partitions/msdos.c 8 7 0 2 4 1 2 2 0 0 1 79 195
block/partitions/ldm.c 0 0 0 0 0 0 1 1 1 1 0 547 551
block/partitions/efi.c 3 2 0 2 1 0 1 1 0 0 0 31 197
block/partitions/check.c 0 0 0 0 0 0 1 1 0 1 0 4 41
block/partitions/ultrix.c 1 0 0 0 0 0 0 0 0 0 0 1 18
block/partitions/acorn.c 7 3 0 0 0 0 2 1 0 0 0 25 198
block/partitions/sun.c 2 1 0 1 0 0 0 0 0 0 0 10 71
block/partitions/ibm.c 1 1 0 1 0 0 1 1 0 0 0 31 151
block/partitions/sgi.c 2 1 0 0 0 0 0 0 0 0 0 7 46
block/partitions/osf.c 1 1 0 0 0 0 0 0 0 0 0 3 52
block/partitions/amiga.c 2 2 0 1 0 0 1 0 0 0 0 36 54
mm/cma_debug.c 2 1 0 0 0 0 1 1 0 0 0 18 92
mm/truncate.c 4 4 0 4 0 1 0 0 0 0 0 62 234
mm/page_ext.c 5 3 0 2 0 0 0 0 0 0 0 6 119
